Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
14-02-2024,12:58:43,"""CNR4821923""",Completed,"""CID8785581""",Auto,Akshardham,Preet Vihar,12.6,20.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,274,34.38,4.4,4.5,UPI
26-09-2024,13:57:09,"""CNR8535691""",Completed,"""CID4113481""",Go Mini,Noida Film City,IFFCO Chowk,5.5,32.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,954,3.99,4.1,3.1,Cash
13-11-2024,21:33:21,"""CNR9978285""",Cancelled by Driver,"""CID8614221""",Go Mini,New Colony,Preet Vihar,7.8,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
24-11-2024,09:43:05,"""CNR5965337""",Cancelled by Driver,"""CID8024279""",Go Mini,Mehrauli,Chhatarpur,3.1,10,2,Driver issue,1,Personal & Car related issues,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
31-08-2024,20:40:11,"""CNR3807565""",Incomplete,"""CID2450623""",Go Sedan,Jahangirpuri,Subhash Chowk,5.7,14.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,850,7.39,3.8,4,Cash
03-11-2024,08:42:58,"""CNR6165978""",Cancelled by Customer,"""CID8200955""",Go Mini,Saket,Uttam Nagar,12.4,10,2,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
05-02-2024,10:20:53,"""CNR6012960""",Cancelled by Driver,"""CID7637462""",eBike,Akshardham,Janakpuri,3.9,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
07-12-2024,20:15:17,"""CNR8995767""",Completed,"""CID3853943""",Auto,Indraprastha,Noida Film City,10.7,32.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,116,24.65,3.1,4.6,Cash
05-05-2024,09:29:55,"""CNR3000512""",Cancelled by Customer,"""CID8673625""",Go Mini,Shivaji Park,Meerut,7.8,10,2,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
05-05-2024,20:14:24,"""CNR5020552""",Completed,"""CID5700329""",Go Sedan,Tilak Nagar,Ghitorni Village,2.9,15.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,246,34.43,4.3,5,UPI
16-03-2024,09:54:22,"""CNR6964264""",Completed,"""CID7589388""",Bike,Mehrauli,Ghaziabad,6.5,22.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1194,15.24,3.9,4.9,Cash
09-01-2024,14:26:40,"""CNR4776198""",Completed,"""CID4902493""",Auto,Yamuna Bank,Kashmere Gate ISBT,8.1,43.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,479,4.93,4.3,4.3,UPI
03-03-2024,22:20:54,"""CNR8822323""",No Driver Found,"""CID3574126""",Go Sedan,Lok Kalyan Marg,Noida Sector 62,5.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
15-10-2024,13:08:29,"""CNR6767748""",Cancelled by Driver,"""CID1900319""",Go Sedan,Dilshad Garden,Karol Bagh,6.4,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
15-07-2024,19:35:23,"""CNR2316288""",Incomplete,"""CID6606945""",Go Mini,Ghaziabad,Kashmere Gate ISBT,8.7,21.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,199,7.5,3.8,4,UPI
20-04-2024,16:18:07,"""CNR1866576""",Cancelled by Customer,"""CID7457460""",Premier Sedan,Netaji Subhash Place,Barakhamba Road,8.3,10,2,AC is not working,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
01-08-2024,18:30:30,"""CNR8645717""",Cancelled by Driver,"""CID1052662""",Bike,Connaught Place,Inderlok,7,10,2,Driver issue,1,Personal & Car related issues,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
10-01-2024,12:37:15,"""CNR5022204""",Completed,"""CID5213335""",Auto,Rithala,Botanical Garden,10.4,15.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,222,49.08,4.3,3.8,Uber Wallet
11-10-2024,14:23:42,"""CNR8047560""",Cancelled by Driver,"""CID5218117""",Go Sedan,Madipur,Satguru Ram Singh Marg,5,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
25-06-2024,17:47:47,"""CNR5813957""",Completed,"""CID1256649""",Go Sedan,Meerut,Green Park,2.5,23.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,107,22.38,4.8,4.9,UPI
14-05-2024,19:22:54,"""CNR5406657""",Completed,"""CID3512209""",Bike,Aya Nagar,Chanakyapuri,11.4,35.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,453,25.58,4.2,4.4,Cash
25-12-2024,15:57:18,"""CNR7499314""",Completed,"""CID6168773""",Auto,Indirapuram,Noida Sector 62,14.8,28.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,716,41.49,3.9,3.9,UPI
09-08-2024,11:41:40,"""CNR1187873""",Completed,"""CID8269510""",Go Mini,Chhatarpur,Yamuna Bank,14.9,33.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,781,49.12,4.1,5,Uber Wallet
17-05-2024,19:39:10,"""CNR1418933""",Cancelled by Driver,"""CID7755555""",Premier Sedan,Badshahpur,Aya Nagar,5.9,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
13-08-2024,15:41:56,"""CNR1361702""",Completed,"""CID9365335""",Auto,Indirapuram,Ambience Mall,7.7,26.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,451,5.05,3.9,4.2,Uber Wallet
11-10-2024,12:51:01,"""CNR3791045""",Completed,"""CID9986368""",Auto,Chandni Chowk,Badarpur,13.4,36.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,76,32,3.7,4.8,Cash
29-02-2024,20:02:03,"""CNR1323615""",Cancelled by Driver,"""CID5832567""",Bike,Lal Quila,Tilak Nagar,4.9,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
21-03-2024,01:09:35,"""CNR6871563""",Completed,"""CID3250820""",Bike,Jahangirpuri,Aya Nagar,3.6,38.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,319,27.65,4.4,4.6,UPI
30-08-2024,04:08:36,"""CNR2155677""",Completed,"""CID5316696""",Bike,Nirman Vihar,Govindpuri,6.5,30.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,192,23.89,4.2,3.9,Debit Card
18-01-2024,16:21:52,"""CNR2095577""",Completed,"""CID8458971""",Go Sedan,Rajouri Garden,Basai Dhankot,5.9,40,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,328,27.83,4.3,4.6,Debit Card
18-09-2024,19:18:43,"""CNR2254226""",Incomplete,"""CID5415512""",Bike,Patel Chowk,Tughlakabad,9.3,11.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,799,6.18,3.8,4,Cash
09-02-2024,22:26:25,"""CNR2842433""",Completed,"""CID8868953""",Uber XL,AIIMS,Ambience Mall,11.3,35.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,386,36.26,4.1,4.4,UPI
26-11-2024,20:36:10,"""CNR5855927""",Completed,"""CID9577512""",Go Sedan,Anand Vihar,Udyog Vihar Phase 4,9.3,15.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,496,7.75,4.6,4.1,UPI
09-01-2024,17:01:46,"""CNR3283605""",Completed,"""CID9335141""",Auto,Bhikaji Cama Place,Vishwavidyalaya,10.2,21.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,101,23.16,4.8,4.5,Cash
12-08-2024,20:37:40,"""CNR7996489""",Completed,"""CID7960362""",Auto,Gurgaon Railway Station,New Colony,14.7,25.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,301,9.38,4.6,3.5,UPI
02-06-2024,21:13:35,"""CNR1151541""",Completed,"""CID9921690""",Go Mini,Adarsh Nagar,Netaji Subhash Place,9.8,35.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,729,24.5,4.6,4.3,UPI
05-07-2024,14:14:01,"""CNR1710614""",Completed,"""CID7834069""",Go Sedan,Netaji Subhash Place,Laxmi Nagar,3.5,26.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,331,12.36,3.9,4,Cash
15-06-2024,19:40:32,"""CNR8603003""",Cancelled by Driver,"""CID6479736""",Go Sedan,Sikanderpur,Patel Chowk,10.1,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
09-04-2024,19:33:52,"""CNR9196309""",Completed,"""CID1895836""",Go Sedan,AIIMS,Yamuna Bank,3.6,42.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,232,47.88,4.1,4.3,UPI
06-07-2024,17:37:02,"""CNR2236548""",Completed,"""CID2317943""",Premier Sedan,Moolchand,Ghaziabad,13,27.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1277,17.11,4.2,4.3,Cash
04-04-2024,05:38:41,"""CNR8307846""",Cancelled by Driver,"""CID7521646""",Auto,India Gate,New Delhi Railway Station,11.8,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
21-08-2024,10:42:36,"""CNR9575650""",Completed,"""CID2005612""",Go Mini,Vatika Chowk,Ashok Park Main,8.6,37.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,126,23.03,4.8,4.4,Cash
31-08-2024,02:20:02,"""CNR8262001""",Completed,"""CID4660903""",Bike,Greater Kailash,New Colony,10.9,33.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1266,49.05,3.1,4.1,UPI
30-11-2024,11:05:31,"""CNR6912855""",Completed,"""CID8930964""",Go Sedan,New Delhi Railway Station,Rajiv Chowk,2.3,39.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,965,16.73,5,4.3,UPI
12-07-2024,20:49:30,"""CNR8017871""",Incomplete,"""CID5617270""",Auto,Model Town,Keshav Puram,6.2,15.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,335,9.34,3.8,4,UPI
06-01-2024,20:33:05,"""CNR2618832""",Completed,"""CID5080967""",Go Sedan,Karol Bagh,IMT Manesar,9.8,16.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1182,27.34,4.2,4.9,UPI
29-01-2024,13:55:21,"""CNR5572772""",Completed,"""CID1597238""",Premier Sedan,GTB Nagar,Green Park,3.1,17.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,445,20.3,4.6,4.9,Uber Wallet
30-07-2024,21:32:02,"""CNR8967340""",Completed,"""CID7296629""",Go Mini,GTB Nagar,Bhiwadi,10.3,37.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,408,18.22,3.6,4.6,Uber Wallet
04-06-2024,00:52:51,"""CNR9761778""",Completed,"""CID4629069""",Auto,Jasola,Vidhan Sabha,12.1,20.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,890,31.99,4.3,4.2,Debit Card
12-03-2024,09:35:17,"""CNR3400842""",Cancelled by Customer,"""CID9360439""",Auto,Kanhaiya Nagar,Kashmere Gate,10.6,10,2,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
29-09-2024,10:10:56,"""CNR8818848""",Cancelled by Driver,"""CID5166548""",Go Mini,Dwarka Sector 21,Ashram,7.1,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
30-05-2024,18:22:57,"""CNR6819403""",Completed,"""CID3195478""",Go Sedan,AIIMS,Shahdara,7.3,36.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,392,46.22,3.9,3.4,UPI
25-10-2024,15:14:44,"""CNR8571841""",Completed,"""CID3762210""",eBike,Vaishali,Gurgaon Sector 56,5.5,19.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,327,17.58,4.1,3.4,Debit Card
10-03-2024,11:52:05,"""CNR8477485""",Completed,"""CID3556651""",Uber XL,Mayur Vihar,RK Puram,3.8,37,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,482,42,4.6,3.7,Credit Card
24-04-2024,05:31:54,"""CNR1979312""",Completed,"""CID7531628""",Auto,Saket,Basai Dhankot,10.7,39.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,296,10.13,4.5,4.9,UPI
03-01-2024,18:20:37,"""CNR8682429""",Completed,"""CID9119435""",Auto,Mansarovar Park,Vidhan Sabha,4.6,36.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,351,26.43,3.8,4.5,Cash
16-01-2024,07:12:34,"""CNR9932057""",No Driver Found,"""CID7619154""",eBike,Vatika Chowk,Subhash Nagar,5.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
14-05-2024,11:10:46,"""CNR8665404""",Cancelled by Driver,"""CID8105529""",eBike,Noida Film City,Dwarka Mor,8.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
28-12-2024,21:15:43,"""CNR6414124""",Completed,"""CID3390349""",Auto,Rohini West,Sohna Road,14.3,18.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,287,29.86,4.2,4.6,Cash
11-01-2024,02:55:54,"""CNR2810615""",Cancelled by Driver,"""CID1345085""",eBike,Jhilmil,Nehru Place,8,10,2,Driver issue,1,Personal & Car related issues,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
29-07-2024,15:42:02,"""CNR2059426""",Completed,"""CID8134546""",Auto,Gurgaon Sector 29,Saket,13.3,37.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,74,48.2,3.8,4.9,UPI
14-07-2024,12:25:18,"""CNR6668637""",Completed,"""CID3386180""",eBike,Vidhan Sabha,Tis Hazari,3.7,20.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,577,28.38,4.3,4.6,Cash
04-12-2024,20:34:07,"""CNR1578811""",Cancelled by Driver,"""CID3035379""",Go Mini,Samaypur Badli,Munirka,11.4,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
18-03-2024,04:11:16,"""CNR4903713""",No Driver Found,"""CID2647638""",Uber XL,Indraprastha,Seelampur,5.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
20-02-2024,01:43:48,"""CNR9768638""",Incomplete,"""CID9387839""",eBike,Paharganj,Huda City Centre,8.4,20.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,840,14.18,3.8,4,UPI
30-06-2024,01:38:49,"""CNR4729813""",Completed,"""CID5520591""",Premier Sedan,Ghitorni Village,Noida Extension,10.2,21.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,104,35.75,4.2,4.6,Uber Wallet
19-01-2024,22:23:08,"""CNR5672539""",Completed,"""CID8018934""",Auto,Gurgaon Sector 56,Inderlok,4.3,29,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,375,13.46,4.6,3.6,UPI
12-04-2024,16:59:13,"""CNR3818657""",Completed,"""CID6260954""",Premier Sedan,Vasant Kunj,Anand Vihar,10.4,31.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,741,14.77,4.6,4.3,Credit Card
12-10-2024,09:20:08,"""CNR4398281""",Completed,"""CID6024098""",eBike,Noida Sector 18,Anand Vihar ISBT,7.8,16.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1338,2.75,4.3,4.9,Cash
28-09-2024,20:36:18,"""CNR7855767""",Completed,"""CID8683176""",Go Sedan,Chanakyapuri,Badarpur,8.2,24.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,136,22.98,5,4.2,UPI
20-05-2024,22:43:55,"""CNR9796060""",Incomplete,"""CID8356522""",Go Sedan,Saket,ITO,2.4,12,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,971,14.93,3.8,4,Debit Card
14-05-2024,22:09:02,"""CNR7423233""",Completed,"""CID1544877""",Premier Sedan,Kaushambi,Shahdara,11.4,26.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,372,36.48,4.2,5,Cash
16-07-2024,00:16:36,"""CNR2071654""",Completed,"""CID6778869""",Auto,Ambience Mall,Shahdara,9.2,38.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,698,12.66,4.4,4.6,UPI
18-05-2024,09:53:41,"""CNR3543116""",Cancelled by Customer,"""CID5803835""",Go Mini,Tilak Nagar,Narsinghpur,14.1,10,2,AC is not working,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
27-11-2024,11:43:40,"""CNR9317694""",Cancelled by Customer,"""CID8991704""",Go Mini,Rohini West,Moolchand,16.9,10,2,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
24-09-2024,13:02:36,"""CNR4922020""",Completed,"""CID4113809""",Auto,Jahangirpuri,Karol Bagh,12.4,42,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,854,29.81,4.5,3.3,UPI
01-03-2024,18:15:13,"""CNR9192976""",Completed,"""CID4811960""",Go Sedan,Karkarduma,Paharganj,10.5,20.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,964,40.74,4.7,4.9,UPI
17-12-2024,17:28:16,"""CNR2732069""",Cancelled by Driver,"""CID4359937""",Bike,Jhilmil,Laxmi Nagar,5.5,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
13-01-2024,13:23:35,"""CNR7176461""",Completed,"""CID5535345""",Premier Sedan,IMT Manesar,Greater Noida,8.9,43.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1082,16.39,5,4.5,Uber Wallet
07-04-2024,20:21:04,"""CNR9520423""",Completed,"""CID6433969""",Go Mini,GTB Nagar,Rithala,11,33.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,626,7.76,3.7,4.9,Cash
07-12-2024,09:35:56,"""CNR2238176""",Cancelled by Driver,"""CID2982420""",Go Sedan,Gwal Pahari,Peeragarhi,4.8,10,2,Driver issue,1,The customer was coughing/sick,1,Customer Demand,879,12.5,3.8,4,UPI
07-06-2024,22:48:45,"""CNR2686125""",Cancelled by Driver,"""CID2825586""",Go Sedan,Udyog Vihar Phase 4,Hauz Rani,10.2,10,2,Driver issue,1,Customer related issue,1,Customer Demand,879,12.5,3.8,4,UPI
08-10-2024,21:35:09,"""CNR3598414""",Completed,"""CID3118911""",Go Mini,Botanical Garden,Preet Vihar,8.5,26.8,2,Driver issue,1,Customer related issue,1,Customer Demand,609,21.92,4.2,4.6,Uber Wallet
28-10-2024,16:12:30,"""CNR1624384""",Completed,"""CID9488802""",Auto,Mandi House,Gwal Pahari,10.2,35.7,2,Driver issue,1,Customer related issue,1,Customer Demand,207,3.7,4.1,3.7,Cash
10-04-2024,10:22:04,"""CNR4676350""",Cancelled by Driver,"""CID1270364""",Auto,Tagore Garden,Mundka,6.5,10,2,Driver issue,1,More than permitted people in there,1,Customer Demand,879,12.5,3.8,4,UPI
13-04-2024,19:07:00,"""CNR5051510""",Incomplete,"""CID9387616""",Go Mini,Ashram,Rajouri Garden,4.1,12.4,2,Driver issue,1,Customer related issue,1,Customer Demand,637,12.02,3.8,4,Credit Card
22-08-2024,10:02:42,"""CNR5687700""",Completed,"""CID4536210""",Auto,Khandsa,Raj Nagar Extension,13.8,15.9,2,Driver issue,1,Customer related issue,1,Customer Demand,415,7.53,4.2,3,Uber Wallet
14-06-2024,12:43:10,"""CNR1110120""",No Driver Found,"""CID2576617""",Go Sedan,Govindpuri,Preet Vihar,5.6,10,2,Driver issue,1,Customer related issue,1,Customer Demand,879,12.5,3.8,4,UPI
20-12-2024,17:52:47,"""CNR9487198""",Completed,"""CID6079970""",Go Sedan,Ardee City,IIT Delhi,9.1,42.8,2,Driver issue,1,Customer related issue,1,Customer Demand,317,27.52,4.1,4.2,Uber Wallet
08-10-2024,18:13:52,"""CNR5242091""",Cancelled by Driver,"""CID8472447""",Go Mini,Saket A Block,Manesar,7.6,10,2,Driver issue,1,More than permitted people in there,1,Customer Demand,879,12.5,3.8,4,UPI
16-03-2024,20:49:00,"""CNR8979047""",Completed,"""CID7162799""",Auto,Sikanderpur,Karol Bagh,7.9,29.4,2,Driver issue,1,Customer related issue,1,Customer Demand,961,5.89,4.1,3.1,Cash
07-02-2024,22:52:24,"""CNR8127214""",No Driver Found,"""CID2212974""",Go Sedan,Seelampur,Shastri Park,5.6,10,2,Driver issue,1,Customer related issue,1,Customer Demand,879,12.5,3.8,4,UPI
28-06-2024,19:16:32,"""CNR8703665""",Completed,"""CID6520193""",Premier Sedan,Subhash Chowk,Sarojini Nagar,7.7,23.6,2,Driver issue,1,Customer related issue,1,Customer Demand,57,33.59,4.7,4.9,Debit Card
24-09-2024,21:16:29,"""CNR9233386""",Completed,"""CID5476607""",Go Mini,Greater Kailash,IFFCO Chowk,2.1,20.8,2,Driver issue,1,Customer related issue,1,Customer Demand,448,35.51,4.3,4.3,UPI
11-08-2024,15:18:55,"""CNR4187279""",Completed,"""CID9187470""",Premier Sedan,Khan Market,Subhash Nagar,3.1,45,2,Driver issue,1,Customer related issue,1,Customer Demand,534,21.97,4.5,4.2,UPI
24-01-2024,00:00:46,"""CNR1220550""",Cancelled by Driver,"""CID9554344""",Go Mini,New Colony,Arjangarh,10.6,10,2,Driver issue,1,The customer was coughing/sick,1,Customer Demand,879,12.5,3.8,4,UPI
27-06-2024,22:22:10,"""CNR4888062""",Completed,"""CID8757001""",Premier Sedan,INA Market,Greater Kailash,14.7,36.9,2,Driver issue,1,Customer related issue,1,Customer Demand,446,44.98,4,4.3,UPI
18-08-2024,09:32:45,"""CNR4628315""",Completed,"""CID6224941""",Go Mini,Greater Kailash,Meerut,2.6,35.2,2,Driver issue,1,Customer related issue,1,Customer Demand,686,41.37,5,4.9,UPI
05-03-2024,07:47:17,"""CNR4433868""",Cancelled by Driver,"""CID8660856""",eBike,Mandi House,Shivaji Park,8.5,10,2,Driver issue,1,Personal & Car related issues,1,Customer Demand,879,12.5,3.8,4,UPI
12-04-2024,23:45:41,"""CNR5688347""",Completed,"""CID8792000""",Auto,Khan Market,Karol Bagh,2.3,22.4,2,Driver issue,1,Customer related issue,1,Customer Demand,646,5.89,4.6,4.6,UPI
01-12-2024,11:36:03,"""CNR4169089""",Completed,"""CID5114039""",Go Sedan,Tilak Nagar,Chhatarpur,3.6,27.3,2,Driver issue,1,Customer related issue,1,Customer Demand,863,28.64,4.4,3.1,UPI
15-06-2024,11:19:38,"""CNR7095332""",Completed,"""CID9131689""",Auto,Saket A Block,Inderlok,13.5,15.7,2,Driver issue,1,Customer related issue,1,Customer Demand,361,6.23,3,4.8,Credit Card
21-01-2024,18:14:40,"""CNR3612074""",Completed,"""CID8427583""",Premier Sedan,Welcome,Basai Dhankot,14.7,40,2,Driver issue,1,Customer related issue,1,Customer Demand,1341,49.78,4.2,4.1,UPI
22-03-2024,21:01:05,"""CNR4579498""",Completed,"""CID6103647""",eBike,Greater Kailash,Moolchand,12.6,23.7,2,Driver issue,1,Customer related issue,1,Customer Demand,694,24.35,4.3,4.5,UPI
04-09-2024,09:00:36,"""CNR9598725""",Completed,"""CID6062454""",Go Sedan,Jama Masjid,Green Park,9.6,15.1,2,Driver issue,1,Customer related issue,1,Customer Demand,415,18.46,4.2,4.2,UPI
10-09-2024,14:58:05,"""CNR7550507""",Completed,"""CID4064063""",Go Sedan,Inderlok,Lal Quila,13.2,37.2,2,Driver issue,1,Customer related issue,1,Customer Demand,459,42.65,4.3,3.9,Cash
28-06-2024,11:39:50,"""CNR6991436""",Cancelled by Customer,"""CID5251327""",Go Sedan,Kherki Daula Toll,Akshardham,13.3,10,2,Wrong Address,1,Customer related issue,1,Customer Demand,879,12.5,3.8,4,UPI
23-01-2024,22:10:01,"""CNR6124346""",Cancelled by Driver,"""CID6464778""",Auto,Tilak Nagar,Greater Kailash,3.7,10,2,Driver issue,1,More than permitted people in there,1,Customer Demand,879,12.5,3.8,4,UPI
23-09-2024,17:47:56,"""CNR8854139""",Completed,"""CID2950468""",Auto,Adarsh Nagar,Model Town,5.1,25.1,2,Driver issue,1,Customer related issue,1,Customer Demand,794,34.43,4.2,4.5,UPI
29-08-2024,16:37:48,"""CNR9615173""",Cancelled by Driver,"""CID1440197""",Auto,Punjabi Bagh,Khan Market,3.9,10,2,Driver issue,1,The customer was coughing/sick,1,Customer Demand,879,12.5,3.8,4,UPI
12-11-2024,02:18:29,"""CNR9762620""",Completed,"""CID5788723""",Auto,Khan Market,Delhi Gate,7.9,23.4,2,Driver issue,1,Customer related issue,1,Customer Demand,460,37.22,4.6,4.5,Cash
26-03-2024,18:22:41,"""CNR6084954""",Completed,"""CID9746636""",Auto,IIT Delhi,Badshahpur,14.5,31.9,2,Driver issue,1,Customer related issue,1,Customer Demand,334,2.29,3.7,3.8,Cash
01-10-2024,09:35:06,"""CNR8389614""",Cancelled by Customer,"""CID6640400""",Go Sedan,Cyber Hub,Chanakyapuri,15.2,10,2,Wrong Address,1,Customer related issue,1,Customer Demand,879,12.5,3.8,4,UPI
12-09-2024,13:43:11,"""CNR9249380""",Completed,"""CID5685213""",Premier Sedan,Khandsa,Tis Hazari,8.3,33.7,2,Driver issue,1,Customer related issue,1,Customer Demand,257,28.99,4.9,4.9,Uber Wallet
